	city	website	response_code	sitemap_url	sitemap_exists
276	Zweibruecken	https://www.Zweibruecken.de/	200	https://www.Zweibruecken.de/sitemap.xml	TRUE
277	Viernheim	https://www.Viernheim.de/	200	https://www.Viernheim.de/sitemap.xml	TRUE
278	Ahrensburg	https://www.Ahrensburg.de/	200	https://www.Ahrensburg.de/sitemap.xml	TRUE
279	Merseburg	https://www.Merseburg.de/	200	https://www.Merseburg.de/sitemap.xml	FALSE
280	Geldern	https://www.Geldern.de/	200	https://www.Geldern.de/sitemap.xml	FALSE
281	Korschenbroich	https://www.Korschenbroich.de/	200	https://www.Korschenbroich.de/sitemap.xml	TRUE
282	Kornwestheim	https://www.Kornwestheim.de/	200	https://www.Kornwestheim.de/sitemap.xml	FALSE
283	Radebeul	https://www.Radebeul.de/	200	https://www.Radebeul.de/sitemap.xml	FALSE
284	Hemer	https://www.Hemer.de/	200	https://www.Hemer.de/sitemap.xml	FALSE
285	Uelzen	https://www.Uelzen.de/	200	https://www.Uelzen.de/sitemap.xml	TRUE
286	Vechta	https://www.Vechta.de/	200	https://www.Vechta.de/sitemap.xml	FALSE
287	Juelich	https://www.Juelich.de/	200	https://www.Juelich.de/sitemap.xml	FALSE
288	Forchheim	https://www.Forchheim.de/	200	https://www.Forchheim.de/sitemap.xml	FALSE
289	Lampertheim	https://www.Lampertheim.de/	200	https://www.Lampertheim.de/sitemap.xml	FALSE
290	Delbrueck	https://www.Delbrueck.de/	200	https://www.Delbrueck.de/sitemap.xml	FALSE
292	Herrenberg	https://www.Herrenberg.de/	200	https://www.Herrenberg.de/sitemap.xml	FALSE
293	Geesthacht	https://www.Geesthacht.de/	200	https://www.Geesthacht.de/sitemap.xml	TRUE
294	Itzehoe	https://www.Itzehoe.de/	200	https://www.Itzehoe.de/sitemap.xml	FALSE
297	Wernigerode	https://www.Wernigerode.de/	200	https://www.Wernigerode.de/sitemap.xml	TRUE
299	Neuruppin	https://www.Neuruppin.de/	200	https://www.Neuruppin.de/sitemap.xml	TRUE
300	Altenburg	https://www.Altenburg.de/	200	https://www.Altenburg.de/sitemap.xml	FALSE
302	Kreuztal	https://www.Kreuztal.de/	200	https://www.Kreuztal.de/sitemap.xml	FALSE
303	Rheinberg	https://www.Rheinberg.de/	200	https://www.Rheinberg.de/sitemap.xml	FALSE
304	Gevelsberg	https://www.Gevelsberg.de/	200	https://www.Gevelsberg.de/sitemap.xml	TRUE
305	Werl	https://www.Werl.de/	200	https://www.Werl.de/sitemap.xml	TRUE
306	Lohmar	https://www.Lohmar.de/	200	https://www.Lohmar.de/sitemap.xml	FALSE
310	Ennepetal	https://www.Ennepetal.de/	200	https://www.Ennepetal.de/sitemap.xml	TRUE
311	Haan	https://www.Haan.de/	200	https://www.Haan.de/sitemap.xml	TRUE
312	Friedberg	https://www.Friedberg.de/	200	https://www.Friedberg.de/sitemap.xml	FALSE
313	Andernach	https://www.Andernach.de/	200	https://www.Andernach.de/sitemap.xml	FALSE
314	Gaggenau	https://www.Gaggenau.de/	200	https://www.Gaggenau.de/sitemap.xml	FALSE
315	Bretten	https://www.Bretten.de/	200	https://www.Bretten.de/sitemap.xml	FALSE
316	Merzig	https://www.Merzig.de/	200	https://www.Merzig.de/sitemap.xml	TRUE
317	Meschede	https://www.Meschede.de/	200	https://www.Meschede.de/sitemap.xml	TRUE
318	Schwandorf	https://www.Schwandorf.de/	200	https://www.Schwandorf.de/sitemap.xml	TRUE
